source_file,en_source,de_translation,de_correction,error_category,severity,feedback_reviewer,feedback_translator,linter_fires,comment_classification
26_0514_5360_US_IE_4.xlsx,"- a third sensor unit (250) configured for sensing when a non-moving object is positioned in the area bounded by said guide block (200) and said loading ramp (10); wherein said third sensor unit (250) is configured to send a blocking signal to said guide block (200) when a non-moving object is positioned in the area bounded by said guide block (200) and said loading ramp (10), wherein said first wheel blocking means locks its position in response to said blocking signal, thereby blocking the movement of said sled (210);characterized in that said first sensor unit (240) is configured to send an activation or wakeup signal to said third sensor unit (250) when the rear end of a semitrailer (12) is registered to approach said guide block (200);wherein the sled (210) is connected to a locking means comprising a toothed rack (220), and a first (225) and a second (230) locking pin; and wherein the first (225) and second (230) locking pins are configured to engage with the toothed rack (220) when the sled (210) is in the forwarded position relative to a loading ramp (10), and configured to disengage from the toothed rack (220) upon receipt of an activation or wakeup signal from the first sensor unit (240);wherein the system further comprises a piston (227, 228), and wherein the first (225) and/or second (230) locking pins are engaged and/or disengaged from the toothed rack (220) by the aid of said piston (227, 228).","eine dritte Sensoreinheit (250), die zum Erfassen, wann ein unbewegliches Objekt in dem durch den Führungsblock (200) und die Laderampe (10) begrenzten Bereich positioniert ist, konfiguriert ist; wobei die dritte Sensoreinheit (250) konfiguriert ist, ein Blockiersignal an den Führungsblock (200) zu senden, wenn ein unbewegliches Objekt in dem durch den Führungsblock (200) und die Laderampe (10) begrenzten Bereich positioniert ist, wobei die erste Radblockiereinrichtung ihre Position als Reaktion auf das Blockiersignal verriegelt und dadurch die Bewegung des Schlittens (210) blockiert;  dadurch gekennzeichnet, dass die erste Sensoreinheit (240) konfiguriert ist, ein Aktivierungs- oder Wecksignal an die dritte Sensoreinheit (250) zu senden, wenn festgestellt wird, dass sich das heckseitige Ende eines Sattelaufliegers (12) dem Führungsblock (200) nähert;  wobei der Schlitten (210) mit einer Verriegelungseinrichtung verbunden ist, die eine Zahnstange (220) sowie einen ersten (225) und einen zweiten (230) Verriegelungsstift umfasst; und wobei der erste (225) und der zweite (230) Verriegelungsstift konfiguriert sind, in die Zahnstange (220) einzugreifen, wenn der Schlitten (210) relativ zu einer Laderampe (10) in der vorgeschobenen Position positioniert ist, und konfiguriert sind, sich von der Zahnstange (220) zu lösen, sobald sie ein Aktivierungs- oder Wecksignal von der ersten Sensoreinheit (240) empfangen;  wobei das System ferner einen Kolben (227, 228) umfasst und wobei der erste (225) und/oder der zweite (230) Verriegelungsstift unter Zuhilfenahme des genannten Kolbens (227, 228) in die Zahnstange (220) eingreifen und/oder von dieser gelöst werden.","eine dritte Sensoreinheit (250), die zum Erfassen, wann ein unbewegliches Objekt in dem durch den Führungsblock (200) und die Laderampe (10) begrenzten Bereich positioniert ist, konfiguriert ist; wobei die dritte Sensoreinheit (250) dazu konfiguriert ist, ein Blockiersignal an den Führungsblock (200) zu senden, wenn ein unbewegliches Objekt in dem durch den Führungsblock (200) und die Laderampe (10) begrenzten Bereich positioniert ist, wobei das erste Radblockiermittel seine Position als Reaktion auf das Blockiersignal verriegelt, wodurch die Bewegung des Schlittens (210) blockiert wird;dadurch gekennzeichnet, dass die erste Sensoreinheit (240) dazu konfiguriert ist, ein Aktivierungs- oder Wecksignal an die dritte Sensoreinheit (250) zu senden, wenn festgestellt wird, dass sich das hintere Ende eines Sattelaufliegers (12) dem Führungsblock (200) nähert;wobei der Schlitten (210) mit einem Verriegelungsmittel verbunden ist, das eine Zahnstange (220) und einen ersten (225) und einen zweiten (230) Verriegelungsstift umfasst; und wobei der erste (225) und der zweite (230) Verriegelungsstift dazu konfiguriert sind, in die Zahnstange (220) einzugreifen, wenn der Schlitten (210) relativ zu einer Laderampe (10) in der vorgeschobenen Position ist, und dazu konfiguriert sind, sich bei Empfang eines Aktivierungs- oder Wecksignals von der ersten Sensoreinheit (240) von der Zahnstange (220) zu lösen;wobei das System ferner einen Kolben (227, 228) umfasst und wobei der erste (225) und/oder der zweite (230) Verriegelungsstift unter der Zuhilfenahme des Kolbens (227, 228) in die Zahnstange (220) eingreifen und/oder sich davon lösen.",Accuracy,Minor,heckseitig > hintere (konsistent mit rear tire = Hinterreifen),,werden_dynamic; preposition_contraction,glossary:configured_to; glossary:other; manual:consistency
26_0514_5360_US_IE_4.xlsx,and,und/sowie,und,Consistency,Minor,,,,manual:consistency
26_0514_5360_US_IE_4.xlsx,"8. The system according to any one of the claims 1-7, wherein the guide block (200) further comprises an elongate guide rail (205) extending along the length of said guide block (200); wherein the sled (210) comprises:- a distal end (212), relative to the loading ramp (10), configured as a ramp;- a middle segment (214) adapted for supporting the tread of a rear tire of the semitrailer (12); and- a proximal end (216), relative to the loading ramp (10), configured as an elevation or backstop;wherein at least the middle segment (214) is slidably attached to said guide rail (205).","8. System nach einem der Ansprüche 1 bis 7, wobei der Führungsblock (200) ferner eine längliche Führungsschiene (205) umfasst, die sich über die Länge des Führungsblocks (200) erstreckt; wobei der Schlitten (210) umfasst:- ein in Bezug auf die Laderampe (10) distales Ende (212), das als eine Rampe konfiguriert ist;
- einen Mittelabschnitt (214), der zum Abstützen der Lauffläche eines Hinterreifens des Sattelaufliegers (12) ausgelegt ist; und- ein in Bezug auf die Laderampe (10) proximales Ende (216), das als eine Erhöhung oder ein Anschlag konfiguriert ist;wobei mindestens der Mittelabschnitt (214) verschiebbar an der Führungsschiene (205) befestigt ist.","8. System nach einem der Ansprüche 1 bis 7, wobei der Führungsblock (200) ferner eine längliche Führungsschiene (205) umfasst, die sich entlang der Länge des Führungsblocks (200) erstreckt; wobei der Schlitten (210) Folgendes umfasst:- ein relativ zu der Laderampe (10) distales Ende (212), das als eine Rampe konfiguriert ist;- ein Mittelsegment (214), das zum Abstützen der Lauffläche eines Hinterreifens des Sattelaufliegers (12) ausgelegt ist; und- ein relativ zu der Laderampe (10) proximales Ende (216), das als eine Erhöhung oder Rücklaufsperre konfiguriert ist;wobei mindestens das Mittelsegment (214) verschiebbar an der Führungsschiene (205) befestigt ist.",Accuracy,Minor,"Absatz eingefügt
along = entlang
""Abschnitt"" wird meist für ""portion"" benutzt (ist hier aber preferential)
Rücklaufsperre (fand ich für den Autokontext passender, ist aber auch preferential)",,preposition_contraction,linter:folgendes_umfasst; glossary:other; manual:other; manual:terminology
26_0514_5388_UT_IE_4.5.xlsx,"2. The method according to any preceding claim, wherein the untrained layer is trained using each image in the input images by:","2. Verfahren nach einem der vorhergehenden Ansprüche, wobei die untrainierte Schicht unter Verwenden jedes Bilds von den Eingabebildern trainiert wird durch:","2. Verfahren nach einem der vorhergehenden Ansprüche, wobei die untrainierte Schicht unter Verwendung jedes Bilds in den Eingabebildern durch Folgendes trainiert wird:",Preferential Change,,"Verbesserte Syntax
using = unter Verwendung von (die Reviewer sind hier inkonsistent mit der Gerundivregel)",,werden_dynamic,manual:syntax; glossary:using
26_0514_5388_UT_IE_4.5.xlsx,according to the optimized loss,gemäß des optimierten Verlusts,gemäß dem optimierten Verlust,Language,Minor,Dativ,,,manual:other
26_0514_5388_UT_IE_4.5.xlsx,"4. The method according to any preceding claim, wherein the untrained layer is a fully connected layer, preferably wherein the fully connected layer is a one-unit dense layer for binary classification of the input images into a class of the input images.","4. Verfahren nach einem der vorhergehenden Ansprüche, wobei die untrainierte Schicht eine vollständig verbundene Schicht ist, vorzugsweise wobei die vollständig verbundene Schicht eine Dense-Schicht mit einer Einheit ist für eine binäre Klassifizierung der Eingabebilder in eine Klasse der Eingabebilder.","4. Verfahren nach einem der vorhergehenden Ansprüche, wobei die untrainierte Schicht eine vollständig verbundene Schicht ist, wobei die vollständig verbundene Schicht vorzugsweise eine dichte Schicht mit einer Einheit zur binären Klassifizierung der Eingabebilder in eine Klasse der Eingabebilder ist.",Accuracy,Minor,"Syntax (vorzugsweise)
dense = dicht
for dürfen wir meisten mit ""zur"" übersetzen - ich weiß, die Regeln sind nicht wirklich eindeutig",,,manual:syntax; manual:terminology
26_0514_5388_UT_IE_4.5.xlsx,"The method according to any preceding claim, wherein an ability of the neural network model to identify intended regions in the input image for classification is determined using a mean intensity of a gradient of a last convolutional layer of the neural network model, the intended regions being regions of the input images with skin and/or skin with adhesive residue.","Verfahren nach einem der vorhergehenden Ansprüche, wobei die Fähigkeit des neuronalen Netzwerkmodells, vorgesehene Bereiche in dem Eingabebild für die Klassifizierung zu identifizieren, unter Verwenden einer mittleren Intensität eines Gradienten einer letzten Faltungsschicht des neuronalen Netzwerkmodells bestimmt wird, wobei die vorgesehenen Bereiche Bereiche der Eingabebilder mit Haut und/oder Haut mit Klebstoffrückstand sind.","Verfahren nach einem der vorhergehenden Ansprüche, wobei eine Fähigkeit des neuronalen Netzwerkmodells, vorgesehene Bereiche in dem Eingabebild zur Klassifizierung zu identifizieren, unter Verwendung einer mittleren Intensität eines Gradienten einer letzten Faltungsschicht des neuronalen Netzwerkmodells bestimmt wird, wobei die vorgesehenen Bereiche Bereiche der Eingabebilder mit Haut und/oder Haut mit Klebstoffrückstand sind.",Accuracy,Minor,an ability,,werden_dynamic,linter_new:article_first_mention; manual:accuracy
26_0514_5388_UT_IE_4.5.xlsx,"The method according to any preceding claim wherein the input images are classified into three categories, a first category comprising images taken under direct illumination by a light source, a second category comprising images taken with a cross polarized filter applied and a third category comprising images taken under illumination of an ultraviolet light source.","Verfahren nach einem der vorhergehenden Ansprüche, wobei die Eingabebilder in drei Kategorien klassifiziert werden, wobei eine erste Kategorie Bilder umfasst, die unter direkter Beleuchtung durch eine Lichtquelle aufgenommen wurden, eine zweite Kategorie Bilder umfasst, die unter Verwenden eines Kreuzpolarisationsfilters aufgenommen wurden, und eine dritte Kategorie Bilder umfasst, die unter Beleuchtung durch eine ultraviolette Lichtquelle aufgenommen wurden.","Verfahren nach einem der vorhergehenden Ansprüche, wobei die Eingabebilder in drei Kategorien klassifiziert werden, wobei eine erste Kategorie Bilder umfasst, die unter direkter Beleuchtung durch eine Lichtquelle aufgenommen werden, eine zweite Kategorie Bilder umfasst, die mit einem Kreuzpolarisationsfilters aufgenommen werden, und eine dritte Kategorie Bilder umfasst, die unter Beleuchtung einer ultravioletten Lichtquelle aufgenommen werden.",Accuracy,Minor,"Keine Vergangenheitsformen benutzen, wenn diese nicht klar in der Quelle ersichtlich sind (were taken/have been taken)",,werden_dynamic,linter:werden_dynamic; manual:accuracy
26_0514_5388_UT_IE_4.5.xlsx,"An information processing apparatus configured to train a neural network model for detecting adhesive residue on skin comprising a memory and a processor connected to the memory, wherein the processor is configured to:","Informationsverarbeitungsvorrichtung, die konfiguriert ist, um ein neuronales Netzwerkmodell zum Nachweisen von Klebstoffrückstand auf der Haut zu trainieren, umfassend einen Speicher und einen mit dem Speicher verbundenen Prozessor, wobei der Prozessor zu Folgendem konfiguriert ist:","Informationsverarbeitungsvorrichtung, die dazu konfiguriert ist, ein neuronales Netzwerkmodell zum Nachweisen von Klebstoffrückstand auf Haut zu trainieren, umfassend einen Speicher und einen mit dem Speicher verbundenen Prozessor, wobei der Prozessor zu Folgendem konfiguriert ist:",Consistency,Minor,"""dazu konfiguriert"" konsistent mit ""zu Folgendem konfiguriert ist""",,preposition_contraction,glossary:configured_to; linter_new:article_first_mention
26_0518_5266_US_IE_4.xlsx,FIG.,Fig.,FIG.,Style,Minor,All caps,,,manual:other
26_0518_5266_US_IE_4.xlsx,"generating an environment model based on the received sensor data, wherein the environment model includes positions of vehicles in adjacent lanes to a current lane of the two-wheeler vehicle (101);","Erzeugen eines Umgebungsmodells basierend auf den empfangenen Sensordaten, wobei das Umgebungsmodell die Positionen von Fahrzeugen auf den zu der aktuellen Fahrspur des Zweiradfahrzeugs (101) benachbarten Fahrspuren einschließt;","Erzeugen eines Umgebungsmodells basierend auf den empfangenen Sensordaten, wobei das Umgebungsmodell Positionen von Fahrzeugen auf zu einer aktuellen Fahrspur des Zweiradfahrzeugs (101) benachbarten Fahrspuren einschließt;",Accuracy,Minor,Für Claims: Bei 1. Vorkommen immer den Artikel weglassen oder indefiniten Artikel verwenden.,,,linter_new:article_first_mention
26_0518_5266_US_IE_4.xlsx,"determining, by a processor (104), that the two-wheeler vehicle (101) is traveling between the vehicles in the adjacent lanes, based on the environment model; and","Bestimmen, durch einen Prozessor (104), basierend auf dem Umgebungsmodell, dass das Zweiradfahrzeug (101) zwischen den Fahrzeugen auf den benachbarten Fahrspuren fährt; und","Bestimmen, dass das Zweiradfahrzeug (101) zwischen den Fahrzeugen auf den benachbarten Fahrspuren fährt, durch einen Prozessor (104) basierend auf dem Umgebungsmodell; und",Language,Minor,Teilung des Genitivs ist im Deutschen ungrammatisch und wird von Reviewern als Fehler gewertet,,,manual:word_order; linter_new:genitive_separation
26_0518_5266_US_IE_4.xlsx,"identifying, by the processor (104), that the two-wheeler vehicle (101) is performing one of a lane splitting manoeuvre or a lane filtering manoeuvre based on relative speeds of the two-wheeler vehicle (101) and the vehicles in the adjacent lanes.","Identifizieren, durch den Prozessor (104), ob das Zweiradfahrzeug (101) entweder ein Lane-Splitting-Manöver oder ein Lane-Filtering-Manöver durchführt, basierend auf der Relativgeschwindigkeit des Zweiradfahrzeugs (101) und der Fahrzeuge auf den benachbarten Fahrspuren.","Identifizieren, dass das Zweiradfahrzeug (101) eines von einem Lane-Splitting-Manöver oder einem Lane-Filtering-Manöver durchführt, durch den Prozessor (104) basierend auf Relativgeschwindigkeiten des Zweiradfahrzeugs (101) und der Fahrzeuge auf den benachbarten Fahrspuren.",Accuracy,Minor,"""that"", nicht ""whether""
""one of"", nicht ""either…or""
speeds (Plural)",,,manual:accuracy; linter_new:genitive_separation
26_0518_5266_US_IE_4.xlsx,"with the predefined first safety gap threshold being greater than the predefined second safety gap threshold,",wobei der vordefinierte erste Sicherheitslückenschwellenwert größer ist als der vordefinierte zweite Sicherheitslückenschwellenwert,wobei der vordefinierte erste Sicherheitslückenschwellenwert größer als der vordefinierte zweite Sicherheitslückenschwellenwert ist,Preferential Change,,"Verb nach hinten
Laut einem Reviewer sei alles andere ungrammatisch. Nun ja…",,different_end_punctuation; source_punctuation_where_none_in_target,manual:word_order
26_0518_5266_US_IE_4.xlsx,indication / indicating,Hinweis / angibt,Hinweis / darauf hinweist,Consistency,Minor,,,,manual:consistency
26_0518_5266_US_IE_4.xlsx,classifying the manoeuvre as the lane filtering manoeuvre when the vehicles in the adjacent lanes are stationary or moving below the predetermined threshold speed.,"Klassifizieren des Manövers als Lane-Filtering-Manöver, wenn die Fahrzeuge auf den benachbarten Fahrspuren stehen oder sich mit einer Geschwindigkeit unterhalb der vorbestimmten Schwellenwertgeschwindigkeit bewegen.","Klassifizieren des Manövers als das Lane-Filtering-Manöver, wenn die Fahrzeuge auf den benachbarten Fahrspuren stehen oder sich mit einer Geschwindigkeit unterhalb des vorbestimmten Schwellenwerts bewegen.",Accuracy,Minor,"""als das Manöver"" (Artikel)
""speed"" kommt nur einmal vor",,,manual:article; manual:accuracy
26_0518_5266_US_IE_4.xlsx,"through at least one of a visual display, an audio alert, or a haptic feedback","mittels mindestens eines von einer visuellen Anzeige, einer akustischen Warnung oder eines haptischen Feedbacks","mittels mindestens eines von einer visuellen Anzeige, einer akustischen Warnung oder einem haptischen Feedback",Language,Minor,Dativ,,,manual:other
26_0518_5266_US_IE_4.xlsx,setting / adjust,Einstellung / Einstellen,Einstellung / Anpassen,Consistency,Minor,Unterscheiden,,,manual:consistency
26_0518_5266_US_IE_4.xlsx,e.g.,zum Beispiel,"z. B. [mit non-breaking space, Alt + 0160]",Preferential Change,,"Auch wenn Glossarbegriffe in den Specifications nicht so wichtig sind, würde ich hier die Abkürzung verwenden. Im Issue-Resolution-Schritt werden fehlende Abkürzungen im Zieltext oft bemängelt, weil die Mitarbeitenden selbst kein Deutsch sprechen und nicht wissen, dass ""zum Beispiel"" dasselbe ist.",,different_end_punctuation; source_punctuation_where_none_in_target,linter:regular_space_before_unit; linter:abbreviation_not_in_source
